station,valid,lon,lat,tmpf,dwpf,drct,sknt,gust,vsby,alti,wxcodes
PEX,2022-05-13 14:55,-94.7466,45.3723,60.80,48.20,240.00,14.00,21.00,10.00,29.84,
PWC,2022-05-13 14:55,-94.3817,46.7248,62.60,46.40,210.00,20.00,25.00,10.00,29.79,
9MN,2022-05-13 14:55,-92.4831,44.0198,72.50,46.60,210.00,14.00,20.00,10.00,29.90,
ROS,2022-05-13 14:55,-92.9530,45.6980,68.70,49.50,240.00,11.00,16.00,10.00,29.84,
D39,2022-05-13 14:55,-94.9334,45.7066,60.30,46.60,230.00,17.00,26.00,10.00,29.81,
SYN,2022-05-13 14:55,-93.0145,44.4736,71.60,51.80,240.00,11.00,,10.00,29.86,
SAZ,2022-05-13 14:55,-94.8066,46.3809,62.60,46.40,210.00,17.00,21.00,10.00,29.77,
JYG,2022-05-13 14:55,-94.5579,43.9863,62.60,48.20,280.00,7.00,,10.00,29.91,
21D,2022-05-13 14:55,-92.8557,44.9975,71.60,50.00,220.00,16.00,21.00,10.00,29.86,
RRT,2022-05-13 14:55,-95.3483,48.9414,59.00,48.20,190.00,11.00,28.00,10.00,29.58,
MWM,2022-05-13 14:55,-95.1094,43.9134,62.60,48.20,240.00,11.00,,10.00,29.90,
OVL,2022-05-13 14:55,-95.0328,44.7786,62.60,46.40,250.00,13.00,20.00,10.00,29.85,
FKA,2022-05-13 14:55,-92.1797,43.6767,76.60,51.80,230.00,10.00,14.00,7.00,29.91,
Y19,2022-05-13 14:55,-100.8944,46.7680,48.20,42.80,260.00,32.00,41.00,10.00,29.48,
RUG,2022-05-13 14:55,-100.0243,48.3904,50.00,50.00,210.00,33.00,39.00,2.00,29.16,BR
08D,2022-05-13 14:55,-102.4064,48.3008,46.40,46.40,290.00,22.00,28.00,9.00,29.22,-DZ
S25,2022-05-13 14:55,-103.2552,47.7966,44.60,44.60,280.00,21.00,32.00,10.00,29.38,
AIO,2022-05-13 14:55,-95.0465,41.4059,60.80,60.80,210.00,6.00,,10.00,30.01,
ICL,2022-05-13 14:55,-95.0223,40.7242,62.60,60.80,0.00,0.00,,10.00,30.05,
CBF,2022-05-13 14:55,-95.7604,41.2611,62.60,55.40,220.00,5.00,,10.00,30.01,
OLZ,2022-05-13 14:55,-91.9760,42.6831,82.40,51.80,190.00,13.00,,10.00,29.91,
SLB,2022-05-13 14:55,-95.2399,42.5972,60.80,50.00,260.00,14.00,,10.00,29.97,
AXA,2022-05-13 14:55,-94.2724,43.0796,62.60,51.80,270.00,9.00,,10.00,29.95,
IKV,2022-05-13 14:55,-93.5695,41.6878,71.60,53.60,240.00,9.00,,9.00,29.99,
CIN,2022-05-13 14:55,-94.7889,42.0444,62.60,55.40,270.00,15.00,21.00,10.00,29.96,
CKP,2022-05-13 14:55,-95.5538,42.7304,60.40,51.30,260.00,9.00,14.00,10.00,29.97,
DEH,2022-05-13 14:55,-91.7433,43.2755,78.80,57.20,,6.00,,10.00,29.89,
FXY,2022-05-13 14:55,-93.6237,43.2323,68.00,46.40,250.00,8.00,,10.00,29.94,
LRJ,2022-05-13 14:55,-96.1923,42.7754,60.80,48.20,260.00,10.00,15.00,10.00,29.95,
OOA,2022-05-13 14:55,-92.4919,41.2273,80.80,53.80,230.00,9.00,,10.00,29.98,
PRO,2022-05-13 14:55,-94.1637,41.8278,68.00,52.00,250.00,17.00,22.00,10.00,29.98,
RDK,2022-05-13 14:55,-95.2624,41.0106,64.40,59.00,220.00,4.00,,10.00,30.03,
SHL,2022-05-13 14:55,-95.8353,43.2082,60.80,51.80,250.00,12.00,,10.00,29.92,
SDA,2022-05-13 14:55,-95.4112,40.7533,64.40,60.80,0.00,0.00,,10.00,30.01,
ADU,2022-05-13 14:55,-94.9204,41.6994,60.80,55.40,230.00,4.00,,10.00,30.01,
GGI,2022-05-13 14:55,-92.7332,41.7097,78.30,56.30,240.00,15.00,19.00,10.00,29.98,
HNR,2022-05-13 14:55,-95.3355,41.5834,60.80,59.00,220.00,7.00,,10.00,30.01,
MXO,2022-05-13 14:55,-91.1605,42.2204,82.40,57.20,110.00,9.00,14.00,10.00,29.90,
MUT,2022-05-13 14:55,-91.1406,41.3670,80.60,59.00,110.00,9.00,,10.00,29.94,
EBS,2022-05-13 14:55,-93.8691,42.4392,68.00,50.00,260.00,17.00,,10.00,29.96,
PEA,2022-05-13 14:55,-92.9431,41.3989,73.40,54.30,230.00,10.00,,10.00,29.99,
BNW,2022-05-13 14:55,-93.8486,42.0486,69.80,51.80,250.00,10.00,19.00,10.00,29.99,
CAV,2022-05-13 14:55,-93.7593,42.7430,69.80,53.60,280.00,16.00,,10.00,29.94,
DNS,2022-05-13 14:55,-95.3800,41.9842,60.80,57.20,230.00,4.00,,10.00,30.01,
FFL,2022-05-13 14:55,-91.9834,41.0521,78.80,57.20,140.00,12.00,,10.00,29.95,
TNU,2022-05-13 14:55,-93.0190,41.6701,77.00,53.60,220.00,14.00,,10.00,29.95,
96D,2022-05-13 14:55,-97.9028,48.9406,55.40,48.20,170.00,24.00,36.00,10.00,29.35,
EVM,2022-05-13 14:55,-92.4981,47.4251,57.20,55.40,180.00,8.00,,10.00,29.79,
ANW,2022-05-13 14:55,-99.9930,42.5792,63.00,36.50,250.00,15.00,,10.00,29.97,
PMV,2022-05-13 14:55,-95.9179,40.9502,66.20,57.20,260.00,5.00,,10.00,30.03,
AHQ,2022-05-13 14:55,-96.5946,41.2406,65.80,51.80,260.00,9.00,,10.00,30.02,
CKN,2022-05-13 14:55,-96.6214,47.8417,57.20,,210.00,33.00,40.00,10.00,29.55,
FBL,2022-05-13 14:55,-93.3108,44.3247,69.80,51.80,220.00,12.00,17.00,10.00,29.88,
FFM,2022-05-13 14:55,-96.1567,46.2844,62.60,48.20,220.00,22.00,27.00,10.00,29.71,
AUH,2022-05-13 14:55,-97.9946,40.8941,65.80,43.70,0.00,0.00,,10.00,30.05,
04W,2022-05-13 14:55,-92.8952,46.0229,69.80,51.80,220.00,10.00,16.00,10.00,29.82,
LXL,2022-05-13 14:55,-94.3469,45.9492,60.80,46.40,220.00,16.00,21.00,10.00,29.82,
JKJ,2022-05-13 14:55,-96.6640,46.8393,59.00,46.40,210.00,20.00,32.00,10.00,29.67,
VWU,2022-05-13 14:55,-94.5167,48.1539,69.80,48.20,180.00,7.00,16.00,10.00,29.63,
3N8,2022-05-13 14:55,-95.9281,47.2605,58.30,47.70,200.00,30.00,37.00,10.00,29.64,
GRN,2022-05-13 14:55,-102.1753,42.8060,57.00,30.40,240.00,18.00,23.00,10.00,29.97,
HPT,2022-05-13 14:55,-93.2244,42.7175,73.40,50.00,230.00,8.00,,10.00,29.93,
SXK,2022-05-13 14:55,-96.1614,42.9858,59.00,50.00,250.00,16.00,,10.00,29.94,
IBM,2022-05-13 14:55,-103.6774,41.1881,57.70,19.00,280.00,23.00,34.00,10.00,30.08,
LXN,2022-05-13 14:55,-99.7759,40.7904,64.40,41.70,270.00,9.00,,10.00,30.06,
OGA,2022-05-13 14:55,-101.7697,41.1195,63.00,27.00,260.00,5.00,,10.00,30.06,
HJH,2022-05-13 14:55,-97.5870,40.1523,67.60,45.30,360.00,4.00,,10.00,30.04,
AFK,2022-05-13 14:55,-95.8657,40.6069,64.80,59.50,300.00,8.00,,10.00,30.02,
JYR,2022-05-13 14:55,-97.6228,40.8967,64.40,48.20,280.00,4.00,,10.00,30.04,
TVK,2022-05-13 14:55,-92.8983,40.6832,73.40,55.40,200.00,22.00,26.00,10.00,30.05,
20U,2022-05-13 14:55,-103.9821,46.9252,42.80,42.80,290.00,30.00,42.00,9.00,29.60,-DZ
BWW,2022-05-13 14:55,-103.3007,46.1655,44.60,44.60,280.00,33.00,44.00,8.00,29.63,
9D7,2022-05-13 14:55,-99.2364,48.4800,53.60,,190.00,29.00,40.00,10.00,29.25,
46D,2022-05-13 14:55,-99.1513,47.4511,53.60,46.40,220.00,29.00,41.00,10.00,29.41,
2C8,2022-05-13 14:55,-97.6320,48.7837,55.40,50.00,170.00,27.00,36.00,10.00,29.38,
D50,2022-05-13 14:55,-103.2973,48.9285,44.60,44.60,310.00,22.00,29.00,4.00,29.25,RA
D57,2022-05-13 14:55,-101.8602,46.8128,46.40,39.20,260.00,31.00,41.00,10.00,29.48,
GAF,2022-05-13 14:55,-97.3709,48.4047,55.40,48.20,180.00,23.00,31.00,9.00,29.45,
GWR,2022-05-13 14:55,-97.6435,46.2187,57.20,55.40,230.00,32.00,45.00,10.00,29.65,
5H4,2022-05-13 14:55,-99.9317,47.7912,50.00,46.40,220.00,37.00,45.00,10.00,29.30,
D55,2022-05-13 14:55,-98.3937,48.7531,51.80,51.80,180.00,31.00,41.00,10.00,29.31,
2D5,2022-05-13 14:55,-98.0799,46.1731,57.20,48.20,220.00,27.00,37.00,10.00,29.65,
S32,2022-05-13 14:55,-98.1059,47.4228,53.60,53.60,210.00,29.00,43.00,10.00,29.47,
BAC,2022-05-13 14:55,-98.0180,46.9412,55.40,48.20,220.00,32.00,39.00,10.00,29.54,
BWP,2022-05-13 14:55,-96.6074,46.2441,60.80,48.20,210.00,21.00,33.00,10.00,29.72,
BTN,2022-05-13 14:55,-97.7428,45.8150,59.00,48.20,220.00,23.00,32.00,10.00,29.70,
9V9,2022-05-13 14:55,-99.3183,43.7667,61.70,43.70,220.00,15.00,,10.00,29.89,
HON,2022-05-13 14:55,-98.2286,44.3852,63.00,45.00,230.00,11.00,21.00,10.00,29.86,
PHP,2022-05-13 14:55,-101.6000,44.0500,61.00,41.00,240.00,19.00,28.00,10.00,29.84,
SPF,2022-05-13 14:55,-103.7830,44.4803,51.80,33.80,260.00,20.00,28.00,10.00,29.86,
BVN,2022-05-13 14:55,-98.0558,41.7286,65.00,45.30,300.00,10.00,,10.00,30.01,
BIE,2022-05-13 14:55,-96.7541,40.3013,69.40,54.00,330.00,5.00,,10.00,30.02,
BTA,2022-05-13 14:55,-96.1090,41.4148,63.70,49.30,230.00,6.00,,10.00,30.01,
CQM,2022-05-13 14:55,-92.6894,47.8219,62.60,55.40,170.00,12.00,16.00,10.00,29.74,
TKC,2022-05-13 14:55,-95.6072,44.2491,62.80,44.00,260.00,11.00,20.00,10.00,29.89,
Y49,2022-05-13 14:55,-94.6453,47.1595,60.40,45.00,210.00,17.00,27.00,10.00,29.69,
DLH,2022-05-13 14:55,-92.1936,46.8421,47.00,47.00,140.00,8.00,,0.12,29.83,FG
I75,2022-05-13 14:55,-93.6876,41.0472,67.00,58.00,200.00,10.00,14.00,10.00,30.01,
HDE,2022-05-13 14:55,-99.3365,40.4521,62.00,41.20,0.00,0.00,,10.00,30.07,
MLE,2022-05-13 14:55,-96.1120,41.1960,65.00,55.60,0.00,0.00,,10.00,30.02,
ONL,2022-05-13 14:55,-98.6881,42.4697,60.00,42.40,210.00,7.00,,10.00,30.00,
TIF,2022-05-13 14:55,-100.5690,41.9622,63.00,32.20,280.00,14.00,19.00,10.00,30.00,
2WX,2022-05-13 14:56,-103.5464,45.6044,49.00,41.00,270.00,35.00,44.00,,29.67,
GPZ,2022-05-13 14:56,-93.5097,47.2111,66.00,50.00,200.00,12.00,22.00,10.00,29.76,
TVF,2022-05-13 14:56,-96.1850,48.0657,57.00,48.00,190.00,32.00,40.00,10.00,29.58,
OTG,2022-05-13 14:56,-95.5792,43.6551,61.00,50.00,260.00,15.00,21.00,10.00,29.92,
EAR,2022-05-13 14:56,-99.0068,40.7270,62.00,43.00,200.00,5.00,,10.00,30.07,
OFK,2022-05-13 14:56,-97.4351,41.9855,66.00,43.00,300.00,13.00,,10.00,29.99,
FOD,2022-05-13 14:56,-94.2032,42.5497,64.00,52.00,270.00,7.00,,10.00,29.97,
RYM,2022-05-13 14:56,-94.3575,46.0895,62.40,47.80,220.00,10.00,16.00,10.00,29.78,
RDR,2022-05-13 14:56,-97.4012,47.9611,55.40,46.60,200.00,30.00,35.00,10.00,29.47,
DVL,2022-05-13 14:56,-98.9083,48.1146,52.00,45.00,200.00,25.00,33.00,10.00,29.32,
MIB,2022-05-13 14:56,-101.3580,48.4158,53.40,44.60,280.00,9.00,,10.00,29.11,
D07,2022-05-13 14:56,-102.0200,45.0300,54.00,41.00,270.00,30.00,47.00,,29.75,
FSD,2022-05-13 14:56,-96.7536,43.5769,63.00,45.00,240.00,11.00,21.00,10.00,29.93,
8D3,2022-05-13 14:56,-96.9914,45.6689,63.00,46.00,220.00,19.00,36.00,,29.74,
YKN,2022-05-13 14:56,-97.3859,42.9167,63.00,45.00,220.00,11.00,,10.00,29.96,
OFF,2022-05-13 14:56,-95.9125,41.1183,65.50,56.00,300.00,4.00,,10.00,30.04,
FRM,2022-05-13 14:56,-94.4156,43.6439,63.00,49.00,300.00,12.00,,10.00,29.92,
MKT,2022-05-13 14:56,-93.9200,44.2200,66.00,51.00,260.00,12.00,,10.00,29.89,
GNA,2022-05-13 14:56,-90.3457,47.7453,50.00,44.00,80.00,10.00,,,29.81,
JMS,2022-05-13 14:56,-98.6800,46.9300,55.00,42.00,230.00,32.00,51.00,10.00,29.49,
RCA,2022-05-13 14:56,-103.1036,44.1451,58.60,33.00,300.00,20.00,24.00,10.00,29.84,
OLU,2022-05-13 14:56,-97.3426,41.4480,65.00,44.00,230.00,7.00,,10.00,30.04,
DIK,2022-05-13 14:56,-102.8019,46.7973,44.00,40.00,270.00,30.00,42.00,10.00,29.49,
MML,2022-05-13 14:56,-95.8200,44.4500,62.00,49.00,250.00,18.00,24.00,10.00,29.88,
CWI,2022-05-13 14:56,-90.3328,41.8295,80.00,66.00,,,,10.00,29.96,
1HW,2022-05-13 14:58,-102.8289,41.3251,60.30,21.20,300.00,19.00,27.00,10.00,30.03,
1CW,2022-05-13 14:58,-103.6706,41.5900,57.40,16.70,270.00,18.00,23.00,10.00,30.05,
1BW,2022-05-13 14:58,-103.9950,41.5117,54.00,18.10,270.00,21.00,25.00,10.00,30.07,
PNM,2022-05-13 15:15,-93.6082,45.5599,69.80,50.00,210.00,10.00,18.00,10.00,29.85,
FSE,2022-05-13 15:15,-95.7735,47.5928,57.20,46.40,190.00,31.00,41.00,10.00,29.63,
SYN,2022-05-13 15:15,-93.0145,44.4736,71.60,52.20,230.00,11.00,,10.00,29.88,
MGG,2022-05-13 15:25,-93.9856,45.2360,66.20,44.60,240.00,10.00,14.00,10.00,29.87,
ORB,2022-05-13 15:33,-92.8560,48.0159,64.40,55.40,180.00,10.00,17.00,10.00,29.71,
EVM,2022-05-13 15:35,-92.4981,47.4251,62.60,55.40,180.00,8.00,,10.00,29.79,
XWA,2022-05-13 15:51,-103.7505,48.2597,43.00,41.00,310.00,29.00,41.00,6.00,29.37,-RA BR
VTN,2022-05-13 15:52,-100.5489,42.8567,70.00,30.00,250.00,22.00,,10.00,29.93,
BIS,2022-05-13 15:52,-100.7458,46.7727,53.00,41.00,240.00,32.00,51.00,10.00,29.52,
IEN,2022-05-13 15:52,-102.5110,43.0225,61.00,30.90,270.00,18.00,28.00,10.00,29.95,
N60,2022-05-13 15:52,-101.4394,47.6458,46.00,42.00,240.00,25.00,40.00,,29.33,
IOW,2022-05-13 15:52,-91.5445,41.6394,86.00,53.00,170.00,9.00,,10.00,29.95,
CID,2022-05-13 15:52,-91.7246,41.8829,82.00,56.00,180.00,12.00,,10.00,29.94,
DVN,2022-05-13 15:52,-90.5948,41.6133,84.00,65.00,150.00,12.00,,3.00,29.93,HZ
RAP,2022-05-13 15:52,-103.0574,44.0453,61.00,35.00,270.00,19.00,28.00,10.00,29.87,
OMA,2022-05-13 15:52,-95.8992,41.3103,71.00,47.00,270.00,7.00,,10.00,29.99,
EST,2022-05-13 15:52,-94.7476,43.4008,65.00,47.00,260.00,9.00,,10.00,29.96,
SUX,2022-05-13 15:52,-96.3795,42.3917,67.00,49.00,240.00,12.00,17.00,10.00,29.98,
MBG,2022-05-13 15:52,-100.4078,45.5464,60.00,44.00,250.00,21.00,34.00,10.00,29.70,
IML,2022-05-13 15:53,-101.6201,40.5103,66.00,27.00,310.00,12.00,24.00,10.00,30.07,
SNY,2022-05-13 15:53,-102.9847,41.1014,65.00,21.90,250.00,21.00,32.00,10.00,30.05,
CDR,2022-05-13 15:53,-103.0954,42.8376,62.00,30.90,280.00,22.00,30.00,10.00,29.95,
MCK,2022-05-13 15:53,-100.5921,40.2063,68.00,30.00,320.00,7.00,,10.00,30.06,
AXN,2022-05-13 15:53,-95.3947,45.8663,63.00,48.00,230.00,19.00,30.00,10.00,29.81,
BRD,2022-05-13 15:53,-94.1308,46.4047,66.00,46.00,210.00,12.00,32.00,10.00,29.79,
HIB,2022-05-13 15:53,-92.8390,47.3866,66.00,52.00,180.00,15.00,32.00,10.00,29.75,
MSP,2022-05-13 15:53,-93.2313,44.8854,72.00,50.00,240.00,12.00,,10.00,29.87,
FCM,2022-05-13 15:53,-93.4607,44.8261,70.00,52.00,230.00,14.00,21.00,10.00,29.87,
PKD,2022-05-13 15:53,-95.0700,46.9000,63.00,45.00,210.00,27.00,37.00,10.00,29.72,
FNB,2022-05-13 15:53,-95.5920,40.0788,70.00,61.00,360.00,3.00,,10.00,29.98,
OWA,2022-05-13 15:53,-93.2606,44.1233,71.60,53.60,240.00,12.00,16.00,10.00,29.92,
STP,2022-05-13 15:53,-93.0600,44.9345,73.00,50.00,230.00,14.00,20.00,10.00,29.86,
BFF,2022-05-13 15:53,-103.5956,41.8740,63.00,25.00,260.00,15.00,24.00,10.00,30.04,
AQP,2022-05-13 15:53,-96.0043,45.2275,66.20,46.40,240.00,20.00,29.00,10.00,29.81,
FOZ,2022-05-13 15:53,-93.6502,47.7828,69.80,48.20,190.00,22.00,30.00,10.00,29.76,
XVG,2022-05-13 15:53,-94.2039,46.9900,64.40,44.60,210.00,12.00,21.00,10.00,29.74,
MIW,2022-05-13 15:53,-92.9163,42.1106,76.00,50.00,250.00,19.00,27.00,10.00,29.96,
SPW,2022-05-13 15:53,-95.2101,43.1682,66.00,48.00,260.00,8.00,,10.00,29.96,
AIA,2022-05-13 15:53,-102.8000,42.0572,62.00,25.00,250.00,25.00,35.00,10.00,30.01,
ORB,2022-05-13 15:53,-92.8560,48.0159,66.20,55.40,180.00,15.00,20.00,10.00,29.72,
DVP,2022-05-13 15:53,-95.7826,43.9868,61.70,48.60,230.00,17.00,24.00,10.00,29.92,
ODX,2022-05-13 15:53,-98.9517,41.6236,66.00,43.00,,,,10.00,30.01,
GFK,2022-05-13 15:53,-97.1761,47.9492,58.00,46.00,200.00,24.00,44.00,10.00,29.51,
ABR,2022-05-13 15:53,-98.4200,45.4500,62.00,46.00,230.00,22.00,36.00,10.00,29.76,
CUT,2022-05-13 15:53,-103.6114,43.7331,48.00,30.90,270.00,21.00,32.00,10.00,29.92,
ATY,2022-05-13 15:53,-97.1547,44.9140,62.00,45.00,220.00,23.00,36.00,10.00,29.82,
DBQ,2022-05-13 15:53,-90.7091,42.3984,84.00,62.00,140.00,9.00,,10.00,29.92,
STC,2022-05-13 15:53,-94.0513,45.5433,63.00,47.00,210.00,14.00,,10.00,29.84,
HSI,2022-05-13 15:53,-98.4279,40.6052,68.00,42.00,360.00,4.00,,10.00,30.07,
FAR,2022-05-13 15:53,-96.8111,46.9253,61.00,44.00,200.00,31.00,40.00,10.00,29.65,
AMW,2022-05-13 15:53,-93.6185,41.9904,72.00,53.00,260.00,12.00,,10.00,29.99,
LBF,2022-05-13 15:53,-100.6690,41.1219,68.00,33.00,260.00,9.00,,10.00,30.05,
PIR,2022-05-13 15:53,-100.2860,44.3827,66.00,38.00,270.00,22.00,35.00,10.00,29.80,
ICR,2022-05-13 15:53,-99.8422,43.3903,68.00,40.00,260.00,14.00,22.00,10.00,29.90,
BBW,2022-05-13 15:53,-99.6385,41.4365,68.00,35.00,260.00,8.00,,10.00,30.03,
MCW,2022-05-13 15:53,-93.3261,43.1544,71.00,49.00,260.00,12.00,19.00,10.00,29.97,
HEI,2022-05-13 15:53,-102.6560,46.0149,49.00,42.00,260.00,25.00,35.00,10.00,29.68,
BDE,2022-05-13 15:53,-94.6122,48.7284,67.00,47.00,180.00,19.00,34.00,10.00,29.61,
RWF,2022-05-13 15:53,-95.0820,44.5469,65.00,47.00,250.00,15.00,23.00,10.00,29.89,
LWD,2022-05-13 15:53,-93.9005,40.6306,65.00,58.00,220.00,7.00,18.00,10.00,29.92,
OTM,2022-05-13 15:53,-92.4446,41.1008,78.00,56.00,250.00,16.00,21.00,10.00,29.99,
GRI,2022-05-13 15:53,-98.3096,40.9675,69.00,42.00,250.00,4.00,,10.00,30.05,
MHE,2022-05-13 15:53,-98.0386,43.7748,67.00,44.00,220.00,12.00,19.00,10.00,29.91,
MIC,2022-05-13 15:53,-93.3511,45.0622,71.00,52.00,230.00,10.00,17.00,10.00,29.85,
BRL,2022-05-13 15:53,-91.1255,40.7729,83.00,63.00,180.00,5.00,,10.00,29.95,
ALO,2022-05-13 15:54,-92.4013,42.5544,82.00,52.00,230.00,21.00,31.00,10.00,29.92,
INL,2022-05-13 15:54,-93.3956,48.5595,68.00,55.00,180.00,9.00,22.00,10.00,29.66,
RST,2022-05-13 15:54,-92.4916,43.9041,76.00,46.00,230.00,14.00,,10.00,29.91,
LNK,2022-05-13 15:54,-96.7633,40.8312,72.00,47.00,330.00,6.00,,10.00,30.02,
DSM,2022-05-13 15:54,-93.6531,41.5339,70.00,53.00,270.00,19.00,27.00,10.00,29.95,
TQE,2022-05-13 15:54,-96.1779,41.7635,70.00,51.00,280.00,8.00,,10.00,30.00,
MOT,2022-05-13 15:54,-101.2803,48.2594,51.00,47.00,220.00,23.00,35.00,10.00,29.18,
S32,2022-05-13 15:55,-98.1059,47.4228,53.60,53.60,210.00,30.00,40.00,10.00,29.51,
VTI,2022-05-13 15:55,-92.0248,42.2176,85.00,47.80,220.00,14.00,21.00,10.00,29.94,
CCY,2022-05-13 15:55,-92.6132,43.0730,77.00,50.00,240.00,10.00,19.00,10.00,29.93,
CNC,2022-05-13 15:55,-93.3608,41.0184,68.00,60.80,220.00,10.00,18.00,10.00,29.97,
CSQ,2022-05-13 15:55,-94.3608,41.0188,66.20,66.20,250.00,15.00,,10.00,29.96,
FSW,2022-05-13 15:55,-91.3267,40.6615,82.40,60.80,130.00,3.00,,10.00,29.96,
AWG,2022-05-13 15:55,-91.6748,41.2751,84.20,57.20,230.00,10.00,,10.00,29.95,
SGS,2022-05-13 15:55,-93.0329,44.8571,74.00,48.40,230.00,10.00,16.00,10.00,29.86,
ACQ,2022-05-13 15:55,-93.5529,44.0735,68.00,51.80,250.00,10.00,16.00,,29.93,
EOK,2022-05-13 15:55,-91.4274,40.4615,82.40,62.60,0.00,0.00,,10.00,29.97,
MPZ,2022-05-13 15:55,-91.5122,40.9453,86.00,55.40,140.00,7.00,,10.00,29.96,
AEL,2022-05-13 15:55,-93.3672,43.6815,71.60,48.20,230.00,8.00,,10.00,29.94,
PNM,2022-05-13 15:55,-93.6082,45.5599,68.00,48.20,200.00,11.00,18.00,10.00,29.85,
JYG,2022-05-13 15:55,-94.5579,43.9863,64.40,48.20,260.00,9.00,,10.00,29.92,
OVL,2022-05-13 15:55,-95.0328,44.7786,64.40,48.20,240.00,18.00,21.00,10.00,29.87,
HZE,2022-05-13 15:55,-101.5810,47.2899,46.40,44.60,240.00,29.00,39.00,4.00,29.43,-RA
D55,2022-05-13 15:55,-98.3937,48.7531,53.60,53.60,190.00,28.00,40.00,10.00,29.32,
7L2,2022-05-13 15:55,-100.2456,46.2206,55.40,42.80,260.00,25.00,33.00,10.00,29.65,
06D,2022-05-13 15:55,-99.6208,48.8844,50.00,50.00,200.00,27.00,37.00,9.00,29.17,
D60,2022-05-13 15:55,-102.8974,48.3803,44.60,44.60,290.00,22.00,29.00,6.00,29.28,-RA
GHW,2022-05-13 15:55,-95.3204,45.6439,62.60,50.00,230.00,19.00,29.00,10.00,29.81,
ULM,2022-05-13 15:55,-94.5000,44.3200,64.40,48.20,280.00,11.00,,10.00,29.91,
AIT,2022-05-13 15:55,-93.6768,46.5484,68.00,48.20,180.00,11.00,17.00,10.00,29.78,
AUM,2022-05-13 15:55,-92.9333,43.6647,73.40,51.80,250.00,12.00,19.00,10.00,29.93,
TOB,2022-05-13 15:55,-92.8315,44.0180,73.40,48.20,240.00,13.00,20.00,10.00,29.91,
HCO,2022-05-13 15:55,-96.9430,48.7527,59.00,51.80,170.00,36.00,41.00,10.00,29.46,
MJQ,2022-05-13 15:55,-94.9865,43.6500,62.60,46.40,250.00,10.00,,10.00,29.94,
JMR,2022-05-13 15:55,-93.2718,45.8861,64.40,50.00,240.00,8.00,,10.00,29.85,
PQN,2022-05-13 15:55,-96.3004,43.9821,62.60,51.80,260.00,16.00,19.00,10.00,29.92,
RGK,2022-05-13 15:55,-92.4868,44.5915,77.00,44.60,250.00,8.00,,10.00,29.86,
ROX,2022-05-13 15:55,-95.6971,48.8560,60.80,50.00,180.00,27.00,33.00,10.00,29.55,
ONA,2022-05-13 15:55,-91.7083,44.0772,82.40,55.40,250.00,10.00,15.00,10.00,29.87,
LCG,2022-05-13 15:55,-96.9814,42.2419,67.00,48.40,260.00,9.00,,10.00,30.01,
BBB,2022-05-13 15:55,-95.6506,45.3319,62.60,48.20,280.00,20.00,27.00,10.00,29.83,
COQ,2022-05-13 15:55,-92.5036,46.7011,48.20,48.20,130.00,5.00,,1.25,29.82,BR
DYT,2022-05-13 15:55,-92.0434,46.7219,,,,,,,,
ELO,2022-05-13 15:55,-91.8371,47.8287,62.60,55.40,180.00,12.00,,10.00,29.80,
FGN,2022-05-13 15:55,-94.9028,49.3183,46.40,39.20,170.00,12.00,,10.00,29.57,
FSE,2022-05-13 15:55,-95.7735,47.5928,59.00,46.40,200.00,34.00,42.00,10.00,29.63,
GYL,2022-05-13 15:55,-94.0812,44.7560,64.00,47.80,250.00,9.00,15.00,10.00,29.90,
HCD,2022-05-13 15:55,-94.3825,44.8599,65.80,51.40,220.00,9.00,16.00,10.00,29.90,
DXX,2022-05-13 15:55,-96.1779,44.9864,66.20,46.40,240.00,23.00,28.00,10.00,29.84,
LVN,2022-05-13 15:55,-93.2273,44.6252,71.60,50.00,240.00,6.00,,10.00,29.88,
MZH,2022-05-13 15:55,-92.8048,46.4186,71.60,46.40,220.00,12.00,20.00,10.00,29.81,
PWC,2022-05-13 15:55,-94.3817,46.7248,64.40,48.20,220.00,17.00,23.00,10.00,29.80,
ROS,2022-05-13 15:55,-92.9530,45.6980,69.40,47.70,230.00,10.00,18.00,10.00,29.84,
SAZ,2022-05-13 15:55,-94.8066,46.3809,64.40,46.40,220.00,14.00,21.00,10.00,29.78,
RRT,2022-05-13 15:55,-95.3483,48.9414,59.00,50.00,170.00,17.00,22.00,10.00,29.58,
BDH,2022-05-13 15:55,-95.1304,45.1177,64.40,48.20,250.00,20.00,25.00,10.00,29.89,
MWM,2022-05-13 15:55,-95.1094,43.9134,64.40,46.40,250.00,14.00,17.00,10.00,29.92,
CFE,2022-05-13 15:55,-93.8433,45.1590,66.20,51.80,230.00,13.00,18.00,10.00,29.86,
Y63,2022-05-13 15:55,-95.9920,45.9861,62.00,48.60,240.00,22.00,31.00,10.00,29.79,
GDB,2022-05-13 15:55,-95.5560,44.7533,65.70,50.40,230.00,23.00,,10.00,29.88,
14Y,2022-05-13 15:55,-94.8739,45.8983,60.80,46.40,240.00,19.00,24.00,10.00,29.82,
LYV,2022-05-13 15:55,-96.2158,43.6212,62.60,44.60,250.00,14.00,19.00,10.00,29.94,
HZX,2022-05-13 15:55,-93.3098,46.6188,66.20,46.40,190.00,20.00,24.00,10.00,29.80,
VVV,2022-05-13 15:55,-96.4244,45.3057,64.40,48.20,240.00,16.00,22.00,10.00,29.81,
